Local time in Wurzburg,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.02.2017 18:00,0.0,741.7,767.2,,81,Wind blowing from the south,2,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-2.9,,,,,,
10.02.2017 17:00,0.6,741.7,767.0,,77,Wind blowing from the south-southeast,3,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.0,,,,,,
10.02.2017 16:00,0.5,741.7,767.2,,77,Wind blowing from the south-southeast,2,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.1,,,,,,
10.02.2017 15:00,0.5,741.7,767.1,,77,Wind blowing from the south-east,3,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.1,,,,,,
10.02.2017 14:00,0.4,741.7,767.2,,77,Wind blowing from the south-southeast,3,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.2,,,,,,
10.02.2017 13:00,0.3,741.9,767.3,,76,Wind blowing from the south-southeast,3,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.4,No precipitation,6,,,,
10.02.2017 12:00,0.1,741.9,767.3,,77,Wind blowing from the east-southeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.5,,,,,,
10.02.2017 11:00,-0.1,741.8,767.2,,78,Wind blowing from the south-east,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.6,,,,,,
10.02.2017 10:00,-0.4,741.7,767.2,,81,Wind blowing from the east,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-1.3,,,,,,,,-3.3,,,,,,
10.02.2017 09:00,-0.7,741.7,767.2,,81,Wind blowing from the east,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.6,,,,,,
10.02.2017 08:00,-0.9,741.5,767.0,,82,Wind blowing from the east-northeast,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.6,,,,,,
10.02.2017 07:00,-1.0,741.5,767.0,,82,Wind blowing from the east-northeast,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-1.3,-1.0,,,,,,,-3.7,No precipitation,12,,,,
10.02.2017 06:00,-1.1,741.6,767.2,,81,Wind blowing from the east-northeast,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.0,,,,,,
10.02.2017 05:00,-1.1,741.7,767.2,,80,Wind blowing from the east-northeast,3,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.1,,,,,,
10.02.2017 04:00,-1.2,741.7,767.2,,80,Wind blowing from the east-northeast,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.2,,,,,,
10.02.2017 03:00,-1.3,742.2,767.8,,80,Wind blowing from the east-northeast,4,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.4,,,,,,
10.02.2017 02:00,-1.2,742.4,768.0,,78,Wind blowing from the east-northeast,2,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.6,,,,,,
10.02.2017 01:00,-1.2,742.7,768.3,,78,Wind blowing from the east-northeast,2,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,,-4.6,No precipitation,6,,,,
10.02.2017 00:00,-1.2,743.1,768.7,,77,Wind blowing from the east,4,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,,-4.8,,,,,,
09.02.2017 23:00,-1.1,743.2,768.8,,76,Wind blowing from the east,4,,,100%., ,,,,,,,,,,,-4.9,,,,,,
09.02.2017 22:00,-1.0,743.3,768.9,,75,Wind blowing from the east,4,,,100%., ,,,,,,,,,,,-5.0,,,,,,
09.02.2017 21:00,-1.1,743.7,769.3,,77,Wind blowing from the east-northeast,4,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.6,,,,,,
09.02.2017 20:00,-1.1,743.8,769.4,,76,Wind blowing from the east-northeast,4,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.8,,,,,,
09.02.2017 19:00,-1.0,743.9,769.6,,75,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,-4.0,0.2,,,,,,,-4.9,No precipitation,12,,,,
09.02.2017 18:00,-0.9,743.9,769.5,,73,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-5.1,,,,,,
09.02.2017 17:00,-0.7,743.9,769.5,,72,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-5.1,,,,,,
09.02.2017 16:00,-0.4,744.4,769.9,,72,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,,-4.8,,,,,,
09.02.2017 15:00,-0.3,744.4,770.0,,72,Wind blowing from the east,6,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.8,,,,,,
09.02.2017 14:00,0.2,744.7,770.2,,73,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.2,,,,,,
09.02.2017 13:00,-0.3,745.1,770.7,,76,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.1,No precipitation,6,,,,
09.02.2017 12:00,-0.7,745.6,771.2,,77,Wind blowing from the east-northeast,5,,,100%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.2,,,,,,
09.02.2017 11:00,-1.6,745.9,771.6,,81,Wind blowing from the north-east,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.5,,,,,,
09.02.2017 10:00,-2.5,746.0,771.8,,84,Wind blowing from the north-east,2,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-4.0,,,,,,,,-4.9,,,,,,
09.02.2017 09:00,-3.3,746.2,772.1,,86,Wind blowing from the north-northeast,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-5.4,,,,,,
09.02.2017 08:00,-4.0,746.3,772.3,,86,Wind blowing from the north-northeast,3,,,50%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-6.0,,,,,,
09.02.2017 07:00,-3.9,746.1,772.0,,86,Wind blowing from the north-east,3,,,no clouds,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-4.0,0.3,,,,,,,-5.9,No precipitation,12,,,,
09.02.2017 06:00,-3.7,746.2,772.1,,86,Wind blowing from the north-east,3,,,20–30%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-5.7,,,,,,
09.02.2017 05:00,-3.3,746.1,772.0,,86,Wind blowing from the north-east,2,,,no clouds,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-5.3,,,,,,
09.02.2017 04:00,-2.7,746.0,771.9,,85,Wind blowing from the north-east,2,,,no clouds,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.9,,,,,,
09.02.2017 03:00,-2.2,746.1,771.9,,85,Wind blowing from the north-east,3,,,no clouds,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.4,,,,,,
09.02.2017 02:00,-1.7,746.1,771.8,,83,Wind blowing from the north-east,3,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.3,,,,,,
09.02.2017 01:00,-1.3,746.2,771.9,,81,Wind blowing from the north-east,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.1,No precipitation,6,,,,
09.02.2017 00:00,-1.3,746.0,771.7,,82,Wind blowing from the north-east,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.0,,,,,,
08.02.2017 23:00,-1.1,745.8,771.5,,81,Wind blowing from the north-east,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-4.0,,,,,,
08.02.2017 22:00,-1.0,745.7,771.4,,82,Wind blowing from the north-east,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.8,,,,,,
08.02.2017 21:00,-0.9,745.5,771.1,,82,Wind blowing from the north-east,3,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.6,,,,,,
08.02.2017 20:00,-0.4,745.1,770.7,,81,Wind blowing from the north-east,2,,,no clouds,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-3.3,,,,,,
08.02.2017 19:00,0.4,744.5,770.0,,79,Wind blowing from the east-northeast,7,,,50%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,-1.5,4.8,,,,,,,-2.9,No precipitation,12,,,,
08.02.2017 18:00,1.3,744.1,769.5,,77,Wind blowing from the east-northeast,4,,,no clouds,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-2.4,,,,,,
08.02.2017 17:00,2.4,743.8,769.0,,72,Wind blowing from the east-northeast,3,,,no clouds,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,,-2.1,,,,,,
08.02.2017 16:00,4.2,743.4,768.5,,66,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,,-1.7,,,,,,
08.02.2017 15:00,4.5,743.2,768.2,,66,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,,-1.4,,,,,,
08.02.2017 14:00,4.3,743.1,768.1,,69,Wind blowing from the east-northeast,4,,,20–30%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.0,,,,,,
08.02.2017 13:00,2.7,743.1,768.3,,75,Wind blowing from the east-northeast,4,,,20–30%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.4,No precipitation,6,,,,
08.02.2017 12:00,3.1,743.0,768.2,,74,Wind blowing from the east-northeast,5,,,20–30%.,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.2,,,,,,
08.02.2017 11:00,2.4,742.8,768.1,,79,Wind blowing from the east-northeast,4,,,no clouds,"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.0,,,,,,
08.02.2017 10:00,0.7,742.5,767.9,,84,Wind blowing from the east-northeast,2,,,50%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-1.5,,,,,,,,-1.7,,,,,,
08.02.2017 09:00,-1.2,742.3,767.9,,91,Wind blowing from the east-northeast,2,,,50%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-2.5,,,,,,
08.02.2017 08:00,-1.4,742.0,767.6,,92,Wind blowing from the north-east,2,,,50%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-2.5,,,,,,
08.02.2017 07:00,-1.2,741.4,767.0,,92,Wind blowing from the north-east,1,,,20–30%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-1.2,3.0,,,,,,,-2.4,0.3,12,,,,
08.02.2017 06:00,-0.7,741.0,766.5,,89,Wind blowing from the north-east,2,,,20–30%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-2.3,,,,,,
08.02.2017 05:00,-0.5,740.8,766.2,,89,Wind blowing from the east-northeast,4,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-2.1,,,,,,
08.02.2017 04:00,-0.3,740.7,766.1,,90,Wind blowing from the east-northeast,4,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.8,,,,,,
08.02.2017 03:00,-0.2,740.6,766.0,,90,Wind blowing from the north-east,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.6,,,,,,
08.02.2017 02:00,-0.1,740.3,765.7,,90,Wind blowing from the east-northeast,5,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.5,,,,,,
08.02.2017 01:00,0.0,740.3,765.7,,92,Wind blowing from the north-east,4,,,100%.,Mist. ,Rain.,Drizzle.,,,,,,,,,-1.2,0.3,6,,,,
08.02.2017 00:00,0.2,740.2,765.5,,91,Wind blowing from the north-northeast,4,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,-1.1,,,,,,
07.02.2017 23:00,1.3,739.9,765.1,,91,Wind blowing from the north-east,2,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,,,0.0,,,,,,
07.02.2017 22:00,1.6,739.6,764.8,,92,Wind blowing from the east,3,,,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Drizzle.,,,,,,,,,0.4,,,,,,
07.02.2017 21:00,1.6,739.9,765.1,,94,Wind blowing from the east-northeast,3,,,100%.,"Drizzle, freezing, moderate or heavy (dense). ",Rain.,Drizzle.,,,,,,,,,0.7,,,,,,
07.02.2017 20:00,2.3,739.9,765.1,,89,Wind blowing from the east-northeast,2,,,70 – 80%.,"Drizzle, freezing, moderate or heavy (dense). ",Rain.,Drizzle.,,,,,,,,,0.7,,,,,,
07.02.2017 19:00,3.0,739.7,764.8,,84,Wind blowing from the east-northeast,5,,,70 – 80%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Drizzle.,0.6,5.8,,,,,,,0.5,,,,,,
07.02.2017 18:00,3.4,739.1,764.2,,82,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,,,,,0.6,,,,,,
07.02.2017 17:00,4.2,739.0,763.9,,80,Wind blowing from the north-east,3,,,50%., ,,,,,,,,,,,1.1,,,,,,
07.02.2017 16:00,4.9,739.0,763.9,,76,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,,0.9,,,,,,
07.02.2017 15:00,5.6,738.9,763.7,,73,Wind blowing from the east-northeast,3,,,20–30%., ,,,,,,,,,,,1.0,,,,,,
07.02.2017 14:00,4.6,739.0,763.9,,76,Wind blowing from the east,2,,,20–30%., ,,,,,,,,,,,0.6,,,,,,
07.02.2017 13:00,4.2,739.3,764.3,,78,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,,0.7,No precipitation,6,,,,
07.02.2017 12:00,4.1,739.6,764.6,,78,Wind blowing from the east,2,,,70 – 80%., ,,,,,,,,,,,0.6,,,,,,
07.02.2017 11:00,3.5,739.9,764.9,,80,Wind blowing from the east,3,,,70 – 80%., ,,,,,,,,,,,0.4,,,,,,
07.02.2017 10:00,1.7,739.9,765.1,,87,Wind blowing from the east-southeast,2,,,100%., ,,,0.6,,,,,,,,-0.2,,,,,,
07.02.2017 09:00,1.0,740.2,765.4,,91,Wind blowing from the east,2,,,100%., ,,,,,,,,,,,-0.3,,,,,,
07.02.2017 08:00,0.6,740.2,765.6,,94,"Calm, no wind",0,,,100%., ,,,,,,,,,,,-0.3,,,,,,
07.02.2017 07:00,0.6,740.2,765.6,,92,Wind blowing from the east-northeast,1,,,100%., ,,,0.6,3.9,,,,,,,-0.5,No precipitation,12,,,,
07.02.2017 06:00,0.8,740.2,765.5,,92,Wind blowing from the north,1,,,100%., ,,,,,,,,,,,-0.4,,,,,,
07.02.2017 05:00,1.0,740.0,765.3,,94,Wind blowing from the north,1,,,100%., ,,,,,,,,,,,0.1,,,,,,
07.02.2017 04:00,1.0,740.1,765.4,,92,Wind blowing from the east,2,,,100%., ,,,,,,,,,,,-0.1,,,,,,
07.02.2017 03:00,1.1,740.4,765.7,,92,Wind blowing from the east,1,,,100%., ,,,,,,,,,,,-0.1,,,,,,
07.02.2017 02:00,1.3,740.5,765.7,,91,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,,,,,0.0,,,,,,
07.02.2017 01:00,1.0,740.4,765.7,,92,Wind blowing from the north,2,,,70 – 80%., ,,,,,,,,,,,-0.1,No precipitation,6,,,,
07.02.2017 00:00,1.7,740.4,765.6,,91,Wind blowing from the north-northeast,1,,,70 – 80%., ,,,,,,,,,,,0.3,,,,,,
06.02.2017 23:00,2.3,740.5,765.7,,88,Wind blowing from the north,1,,,100%., ,,,,,,,,,,,0.5,,,,,,
06.02.2017 22:00,2.9,740.6,765.7,,85,Wind blowing from the north,2,,,100%., ,,,,,,,,,,,0.6,,,,,,
06.02.2017 21:00,3.3,740.6,765.7,,85,Wind blowing from the north,2,,,100%., ,,,,,,,,,,,1.0,,,,,,
06.02.2017 20:00,3.3,740.4,765.4,,84,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,,,,,0.9,,,,,,
06.02.2017 19:00,3.9,740.2,765.2,,83,Wind blowing from the north-east,3,,,100%., ,,,1.9,6.7,,,,,,,1.2,No precipitation,12,,,,
06.02.2017 18:00,4.4,739.9,764.9,,80,Wind blowing from the north-east,3,,,100%., ,,,,,,,,,,,1.2,,,,,,
06.02.2017 17:00,5.1,739.6,764.5,,76,Wind blowing from the north-east,3,,,100%., ,,,,,,,,,,,1.1,,,,,,
06.02.2017 16:00,5.9,739.1,763.9,,69,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,,,,,0.6,,,,,,
06.02.2017 15:00,6.3,738.7,763.4,,68,Wind blowing from the north-east,2,,,70 – 80%., ,,,,,,,,,,,0.7,,,,,,
06.02.2017 14:00,6.6,738.6,763.3,,68,Wind blowing from the north-east,2,,,100%., ,,,,,,,,,,,1.1,,,,,,
06.02.2017 13:00,5.6,738.7,763.6,,73,Wind blowing from the north-northeast,2,,,50%., ,,,,,,,,,,,1.0,No precipitation,6,,,,
06.02.2017 12:00,4.6,738.5,763.4,,78,Wind blowing from the north,1,,,100%., ,,,,,,,,,,,1.0,,,,,,
